hour,nestedness,clusterization,modularity
437010,0.1008934638089493,0.5793523146704035,0.7578936723055395
437015,0.13837713135828322,0.4336569050096625,0.7959949229158795
437069,0.28061766750579736,0.3858315137812988,0.7683462811896155
437011,0.0918479228846191,0.5601480950907218,0.8113313388208665
437019,0.13713596947560905,0.47576659035279,0.7980765368883066
437048,0.1458761231707176,0.5515112927076649,0.8273589036394086
437070,0.21232008899746582,0.4620218992191597,0.7846906887742054
437018,0.13520226895235612,0.4377907237046268,0.7773503909817308
437067,0.15662005071626392,0.5056038634842803,0.8121711494652364
437022,0.21052067711286135,0.49592758587290553,0.8054940731736305
437058,0.12115292672245365,0.42006478194130203,0.7749513956762316
437025,0.07692596125821961,0.6949665393528286,0.8957155720907933
437034,0.10163891679921869,0.5475227665007029,0.829648815053571
437044,0.1833094984348405,0.3495179544093811,0.7973257111112465
437028,0.07902555853643302,0.6307841330179039,0.8362661560485461
437036,0.19720368368035887,0.3021436369584985,0.8148617678239677
437068,0.20402863567908144,0.4774814761713017,0.8016808047121161
437038,0.22535104329461603,0.2885550890803624,0.8344279790967221
437030,0.09841134896755388,0.5958634607651511,0.7972845573264381
437009,0.09113486969844138,0.5558389531183365,0.7842177037784186
437056,0.10117632911902467,0.48336847964085794,0.7870359241763695
437042,0.18436020655286608,0.35518921214401383,0.8173849071651251
436991,0.082685525305448,0.5743993356566772,0.8133635602901641
437057,0.10940064977233263,0.46025509462066977,0.7731358288897648
436988,0.08873859317224438,0.5745411437692238,0.8146743270129114
436985,0.08198832785187865,0.5495032990767158,0.7980674145823513
436984,0.07515409898741889,0.6109190432281014,0.7709059307463014
437027,0.09966067731076363,0.5558128043048295,0.8595810111892347
437074,0.16178575501001258,0.44431527803544313,0.8390853137179786
436992,0.0757768211609207,0.5985047252170367,0.7952702977054382
437007,0.0692512802609048,0.6719793374881846,0.8204844144633208
436995,0.156208971801583,0.45003381510993234,0.7826951774662155
437039,0.18847226376086,0.25227842568065695,0.8446106675428946
437041,0.17785296230507947,0.373365892610558,0.8319569199373438
437008,0.08323109688412154,0.6035902071804143,0.7867264170238965
437024,0.1258358181490277,0.5541716364389456,0.8927512230338025
436993,0.10954859064961438,0.5367970878168182,0.8033915182250093
437029,0.10554543108889265,0.6115364169354051,0.8271765001659557
437002,0.08938539281894735,0.6393807210768134,0.8106170425633897
437054,0.11450349067972473,0.5247071207794372,0.8132124400689883
437040,0.20098726616660445,0.29928124550686847,0.8020488612293974
437079,0.1489272995086573,0.5067307282027212,0.765469895740192
437031,0.10507882426842584,0.5087506659128012,0.8201232841065492
437017,0.13841288606940907,0.48791531928021076,0.8259270467476388
437076,0.10618049624096508,0.5598087652766149,0.8065387227827089
437045,0.246904148821163,0.3679159561488382,0.8320888956440434
437021,0.17552120687933842,0.4745311286599898,0.8103099341461477
437014,0.12323587445478851,0.5153021571559804,0.7879518474815629
436998,0.213708484820297,0.47474237497671423,0.8349587108322348
437071,0.1792196307103664,0.5119364612188366,0.8753773431996321
437043,0.18306038880786518,0.33871920957202284,0.7980929417467847
