hour,nestedness,clusterization,modularity
429741,0.02097589583194977,0.5291040127026712,0.7335857938162317
429604,0.018724432229077933,0.5368874917405763,0.7283495644301831
429661,0.017694521257966864,0.5350989414302401,0.7246137400507437
429638,0.023262128664693488,0.5809746447563071,0.7389790181287865
429544,0.01963173580035928,0.5345652995894559,0.7325118575415086
429546,0.02209050166647648,0.6759529219235373,0.7488479264322144
429587,0.017305435813740815,0.5362996412741197,0.7252983201158917
429680,0.01779565212354609,0.5355793506200077,0.7245260372704951
429728,0.01743482042666611,0.5339756516606802,0.7250675269901565
429621,0.02567717744184044,0.5538034346929626,0.7420646959313599
429556,0.01774052335151604,0.5350425284235429,0.7247085413727465
429741,0.02097589583194977,0.5291040127026712,0.7335857938162317
429604,0.018724432229077933,0.5368874917405763,0.7283495644301831
429661,0.017694521257966864,0.5350989414302401,0.7246137400507437
429638,0.023262128664693488,0.5809746447563071,0.7389790181287865
429544,0.01963173580035928,0.5345652995894559,0.7325118575415086
429546,0.02209050166647648,0.6759529219235373,0.7488479264322144
429587,0.017305435813740815,0.5362996412741197,0.7252983201158917
429680,0.01779565212354609,0.5355793506200077,0.7245260372704951
429728,0.01743482042666611,0.5339756516606802,0.7250675269901565
429621,0.02567717744184044,0.5538034346929626,0.7420646959313599
429741,0.02097589583194977,0.5291040127026712,0.7335857938162317
429604,0.018724432229077933,0.5368874917405763,0.7283495644301831
429661,0.017694521257966864,0.5350989414302401,0.7246137400507437
429638,0.023262128664693488,0.5809746447563071,0.7389790181287865
429544,0.01963173580035928,0.5345652995894559,0.7325118575415086
429546,0.02209050166647648,0.6759529219235373,0.7488479264322144
429587,0.017305435813740815,0.5362996412741197,0.7252983201158917
429680,0.01779565212354609,0.5355793506200077,0.7245260372704951
429728,0.01743482042666611,0.5339756516606802,0.7250675269901565
429621,0.02567717744184044,0.5538034346929626,0.7420646959313599
429556,0.01774052335151604,0.5350425284235429,0.7247085413727465
429592,0.020687375967621095,0.6703458052884507,0.7488372607553134
429532,0.022862173857308193,0.5266707325468445,0.7406925014251281
429709,0.019274376300609946,0.5312283802012591,0.7297176187768193
429579,0.017622850376526746,0.5351269577526483,0.7244231429035529
429625,0.023782868579514456,0.5951647613421526,0.7428724876234488
429660,0.018717252440757125,0.5364059628114479,0.728286811149963
429786,0.023440029277968375,0.5294940622714257,0.7434723306270643
429706,0.017305967206013618,0.5361853017931958,0.7251317843145262
429704,0.0173527643420631,0.5353085710600698,0.725732900477802
429643,0.018468417866907914,0.532538899629206,0.7277713819694119
429626,0.02096983775777867,0.5283532448258084,0.7337793434862112
429671,0.02033018467893506,0.6566271300999754,0.7377974216327443
429683,0.01834143382028927,0.5352295799315681,0.7277917239826971
429633,0.017459505754286866,0.5330200656951181,0.7251255104083928
429737,0.020798778466782412,0.5310926936553023,0.732688250542779
429664,0.026695491626653054,0.5505499473365589,0.7431078779095674
429577,0.02305030758883987,0.5295443015198049,0.7425331117479644
429730,0.017776110373581358,0.5355154193945869,0.7250309674701094
429539,0.01744633848915234,0.5331303976146501,0.7251060655891438
429781,0.023237561701432586,0.6699618566717158,0.7439019622232602
429581,0.017395168163834632,0.5346764708341718,0.7253732767707329
429603,0.017679675982913333,0.5370752503211326,0.7252901802921985
429545,0.017851575262194712,0.5351506520743975,0.7259224292174458
429679,0.017714146777082128,0.5344698138866173,0.725049283520123
429670,0.021974579045163777,0.5992662060547003,0.7410371201413511
429695,0.02360439126766374,0.5418955415713158,0.7447794454233075
429681,0.02300304211637314,0.5276953679601026,0.7410930204543739
429784,0.024972971754630296,0.5202716694149065,0.7443902393239438
429714,0.02211916851463786,0.5336922212084362,0.7399881702236765
429610,0.02325995179583838,0.531325128085763,0.7423276342836777
429782,0.023259097054642616,0.5369389875872632,0.7431539544959883
429567,0.024244597801509064,0.7165412108641976,0.7395928028402619
429654,0.01775824150847838,0.5345668231450177,0.7247836957152539
429669,0.0229655526675439,0.5811472813844291,0.7411716586976898
429648,0.017898248149627368,0.5334105343058989,0.7251630435101108
429754,0.020270600481073524,0.5338908935926843,0.7322972151273472
429564,0.018788210461700188,0.5369352789725189,0.728352009215221
429561,0.018813845961451827,0.5344848050789935,0.7287342437578036
429769,0.025057318936060696,0.5530437975463655,0.7439504370648488
429723,0.020527156626605748,0.5325057680027113,0.731861664176179
429558,0.017937768689684795,0.5337414817919226,0.7251269076743138
429554,0.017434717868018052,0.5346465939821468,0.7251121386354461
429560,0.01775172254727896,0.5358911104433443,0.724925871654911
429676,0.01896014823965278,0.5371492220869774,0.7293404074314279
429752,0.02289151023081224,0.5299492974659973,0.7415579957873617
429562,0.017820223753945454,0.5358503123565664,0.7255517894665299
429636,0.022689776713162333,0.528138287006198,0.7411065331174786
429724,0.01818917777379109,0.5350945883517639,0.7268944270884943
429738,0.020323741838911436,0.5310869456354537,0.731535511526412
429735,0.02650147361765849,0.7312919064519587,0.7282922785333942
429631,0.01775478291739587,0.5360415608699117,0.7250416731273885
429535,0.017446814934509378,0.5304506048780193,0.7252519483719074
429571,0.02011936084373537,0.5358725484083205,0.7336595020133356
429630,0.017796117264515066,0.5342793493126902,0.7251013762722092
429677,0.018952814131467797,0.5365501811964455,0.7294711709287239
429740,0.018231586080513985,0.5349734141212115,0.7268044549430325
429732,0.019611826144900577,0.5345176225700573,0.7324575399962229
429589,0.020343079078261734,0.5312698865311878,0.7313903466612965
429583,0.021175630467931424,0.5323299674318686,0.7360260819930083
429720,0.018270746285300173,0.5348551121298125,0.7270150562870861
429582,0.017424291348199197,0.5326310812865682,0.7254104863742455
429657,0.017429003031001415,0.5327003082584972,0.7250534847192862
429634,0.02093116381838008,0.6584570103350356,0.7421440888941593
429750,0.017344956351391133,0.5371756744001456,0.7249943057710824
429694,0.018964311101169685,0.5359180415029986,0.7295600474068363
429698,0.022087671753330068,0.5329855658485559,0.738557820374511
429588,0.02042674653234733,0.5303783994039977,0.7318571149838626
429601,0.021965863849091143,0.5836128436391453,0.738113357916618
429652,0.01772465297531442,0.5342037777456303,0.7250210089558288
429568,0.017689274530051646,0.5360499973635439,0.7246481028198588
429783,0.023035972451296946,0.6996388700764132,0.7440526361421169
429710,0.02486422603651283,0.5519619812504104,0.7428685503078888
429640,0.019229187985748544,0.6520661186819282,0.739395259592835
429533,0.017559591631202635,0.5349904187372736,0.7245263714652228
429722,0.024183982248518556,0.5247193927203577,0.7426721873003677
429591,0.031262522256110564,0.7309472033761768,0.7401440197469895
429675,0.023195582717588065,0.5449826314906804,0.7436580290665427
429787,0.022845852136239544,0.5336813077260686,0.7418614454328963
429682,0.022882206135361943,0.5289663506252688,0.741578974293712
429598,0.021892429677735355,0.53238716719811,0.7376197290518529
429547,0.017910870730251938,0.5354016039350087,0.7257120454794824
429627,0.027161704415789436,0.5322654720087256,0.7430335496277495
429678,0.017428243974175972,0.5329067517616641,0.7252547321618097
429764,0.022679785325606418,0.5327237576489072,0.7413514109592444
429635,0.022551647306894018,0.5921252280979898,0.7408780548169475
429699,0.020829966686261466,0.5310429040884405,0.7349248670075684
429538,0.017447698918940793,0.5344394322291879,0.7252020406990328
429690,0.02351288861921679,0.5289881612863444,0.7434251696147087
429768,0.02441307682973578,0.5426037963980062,0.7443950824567944
429749,0.020924005372312003,0.5288696371205596,0.7335861990890267
429570,0.017803004532939183,0.533626551083463,0.7243750610617841
429778,0.02301766322569026,0.5283337133781157,0.741272758258306
429642,0.022390428322054717,0.6760979281194306,0.7480846793195084
429537,0.017433259250447974,0.5303597193533839,0.7251264655847155
429718,0.0206477310203813,0.5352097615371149,0.7350422582847961
429703,0.017336235488903753,0.5349735193266452,0.725547473670374
429573,0.017858917793669722,0.5351873900670724,0.7257877504962508
429639,0.043552119671874286,0.7223814808764282,0.7418547412460342
429542,0.018166859165664014,0.5327058069355577,0.7269274642347283
429743,0.018385925911165734,0.5334445018911933,0.7281426903909882
429623,0.025008237647172336,0.5226416135028601,0.744163497823899
429751,0.017438203229402465,0.5334360045331169,0.725105229852864
429745,0.019301004503994867,0.533505816880145,0.7304095619193988
429611,0.018912087249366976,0.5361390768649095,0.7286262824239976
429774,0.01743185623492363,0.5317670209738748,0.725374011378163
429644,0.02396658381350629,0.5391491160438153,0.745022690733539
429557,0.017351550909233873,0.537235086387921,0.7250168814464494
429600,0.01740847757207819,0.5357868574948718,0.7250127110786864
429647,0.01746627267501893,0.5328778804361223,0.7251604242883898
429696,0.022517212561476086,0.5825011672975932,0.7400755089308116
429645,0.021626349598027284,0.5320640476228842,0.737400957357079
429687,0.022865241624847557,0.7195733279175683,0.7374326069738961
429707,0.01834145051415892,0.534822586800486,0.72789488338242
429746,0.019103856041038914,0.5365033117893957,0.7307826309555673
429697,0.018540765446272964,0.5342760061082152,0.7275664318670477
429559,0.02295111291310587,0.5271965305749946,0.7411334476832218
429702,0.0177802762732306,0.5348306177537784,0.7249611836924931
429770,0.020102946507710537,0.5340143123081439,0.7326299372711399
429574,0.018012513330576664,0.5343559373619658,0.7260363986276026
429747,0.019041458984647812,0.5360127863185139,0.7305257156841712
429550,0.023811650219557952,0.5274730409327817,0.7424249726894352
429584,0.022502617802811,0.5277319469372042,0.7403397774908482
429758,0.022116743140884552,0.681661186645103,0.7448140853725909
429713,0.018093875235293863,0.5339413046664524,0.7266379329722054
429578,0.02174859748129558,0.530327513263795,0.7378392089513846
429650,0.02697069616498485,0.5490749419100538,0.7427022106601542
429602,0.019950527217368463,0.5343654044525372,0.7329185336578423
429668,0.02408757802263023,0.539354271194278,0.7443939606237859
429788,0.023267047083701316,0.6857620043206942,0.7440038555431123
429790,0.019687911183954306,0.5347055593281062,0.7330312229276952
429617,0.019537176465535707,0.5377537106881921,0.7319534841754773
429715,0.02419978141726624,0.5488441317569355,0.7431463440023601
429700,0.02044451342627081,0.5361788577044436,0.7338259886707393
429662,0.022287696685839496,0.5309193110227999,0.7393396160997836
429748,0.01990201644189265,0.5356126059017928,0.7325264208664166
429789,0.017969976348377752,0.5350946725451116,0.7259795836105859
429716,0.021202668981504386,0.5308302600413547,0.7361885943755416
429612,0.020580449509578273,0.6650267156869273,0.7433724536496206
429744,0.023389078649611005,0.5442724032382497,0.7441759307158031
429693,0.01774795166539424,0.5356869528744401,0.7250083716008642
429651,0.018639053638247298,0.5346424647973794,0.7282751452422547
429632,0.017768334102818546,0.5356561008394815,0.724954731545814
429776,0.01745354036404525,0.532048752484959,0.7253354864835051
429649,0.02049682339886253,0.5368170093166588,0.7337251313492038
429593,0.020079860349331274,0.538299379220444,0.7324770544171265
429629,0.017949816446992745,0.5339005393151246,0.7249365166949934
